time(s),lattitude,longitude,altitude
1731065847,55.3686428,10.4384569,127.10532866546171
1731065848,55.3686428,10.4384569,127.10532866546171
1731065848,55.3686428,10.4384569,127.10532866546171
1731065848,55.3686428,10.4384569,127.10532866546171
1731065848,55.3686428,10.4384569,127.10532866546171
1731065848,55.3686428,10.4384569,127.10532866546171
1731065849,55.3686428,10.4384569,127.10532866546171
1731065849,55.3686428,10.4384569,127.10532866546171
1731065849,55.3688298,10.4281875,-492.40946782141026
1731065849,55.3688303,10.4281893,-492.31047149443776
1731065849,55.3688308,10.428191,-492.2124749980602
1731065850,55.3684809,10.429529,-299.3743060070176
1731065850,55.3679447,10.4304493,-65.50519828717665
1731065850,55.3678478,10.4305042,-26.1911707928476
1731065850,55.3678081,10.430513,-13.864136324744827
1731065850,55.3677684,10.4305752,2.76380760058543
1731065851,55.36774,10.4306218,16.209763914310308
1731065851,55.3677248,10.4306327,22.285764337304073
1731065851,55.3677148,10.4306337,26.39677507794094
1731065851,55.3677075,10.4306432,30.375768049028576
1731065851,55.3677041,10.4306432,34.24377227711352
1731065852,55.3677005,10.4306502,37.27976488551815
1731065852,55.3677004,10.4306322,34.400795528371894
1731065852,55.3677015,10.4306212,34.15181281056822
1731065852,55.3677012,10.4306122,31.84282844270841
1731065852,55.3676962,10.4306082,31.934841442035264
1731065853,55.3676949,10.4305991,31.339858487084626
1731065853,55.367693,10.4306002,32.988858984718775
1731065853,55.3676905,10.4306079,34.74784903852061
1731065853,55.3676893,10.4306157,37.879837306217134
1731065853,55.3676878,10.430615,37.638840358227604
1731065854,55.3676868,10.430623,40.307828038098656
1731065854,55.3676851,10.4306234,40.90082947379593
1731065854,55.3676822,10.4306195,42.17083969204197
1731065854,55.3676821,10.4306168,41.41284439408917
1731065854,55.3676866,10.4306093,40.96085151440461
1731065855,55.3676889,10.4306141,40.4408405163185
1731065855,55.3676897,10.4306161,41.0468361306503
1731065855,55.3676885,10.4306158,41.70783813144601
1731065855,55.3676839,10.4306247,42.13282876185098
1731065855,55.3676755,10.4306347,43.80682225215479
1731065856,55.36767,10.4306376,43.32182417406594
1731065856,55.3676702,10.4306371,43.8958247731144
1731065856,55.3676726,10.4306342,43.83482670577262
1731065856,55.3676746,10.4306284,44.41583405257888
1731065856,55.3676766,10.430631,43.30582715757475
1731065857,55.3676805,10.4306348,42.75881586546875
1731065857,55.367683,10.4306362,41.48181038321388
1731065857,55.3676828,10.4306358,40.650811310087896
1731065857,55.3676815,10.4306381,40.657809027010885
1731065857,55.3676769,10.4306431,40.22480626950884
1731065858,55.3676755,10.4306443,40.21780597574788
1731065858,55.3676745,10.4306478,41.224801285044556
1731065858,55.3676734,10.4306529,42.0677940059238
1731065858,55.3676703,10.4306506,42.63580176006571
1731065858,55.36767,10.4306533,43.12679755532769
1731065859,55.3676676,10.4306551,44.071797487639174
1731065859,55.3676683,10.430647,44.19981035052662
1731065859,55.36767,10.4306491,44.99280467628274
1731065859,55.3676703,10.4306524,45.20179870822719
1731065859,55.3676727,10.4306533,45.00279419812698
1731065860,55.3676749,10.4306539,45.09079044532458
1731065860,55.3676771,10.430647,45.6037994085133
1731065860,55.3676762,10.4306523,46.67179154162208
1731065860,55.3676685,10.4306593,50.102789247612996
1731065860,55.3676631,10.430664,53.56678799318765
1731065861,55.3676329,10.430733,67.08170855272687
1731065861,55.367615,10.4307885,76.63063670508762
1731065861,55.3676145,10.4308154,79.19259171625191
1731065861,55.367622,10.4308214,78.82357221843505
1731065861,55.3676186,10.4308349,82.28055355522878
1731065862,55.3676125,10.4308516,85.95653282274944
1731065862,55.3676189,10.4308558,86.65351774439156
1731065862,55.3676216,10.4308608,87.17750590952414
1731065862,55.3676221,10.4308685,88.39549223170003
1731065862,55.3676281,10.4308665,87.63548816308483
1731065863,55.3676314,10.4308641,87.53648812957849
1731065863,55.3676337,10.430863,87.32948713507595
1731065863,55.367641,10.4308572,86.33548789311884
1731065863,55.3676447,10.4308543,87.35148820988849
1731065863,55.3676493,10.4308543,86.51148249026514
1731065864,55.367651,10.4308563,86.46747698523917
1731065864,55.3676554,10.4308583,85.80646812293507
1731065864,55.3676588,10.4308583,86.46946389522986
1731065864,55.367662,10.430858,85.88846042485326
1731065864,55.3676667,10.4308576,85.56745525877281
1731065865,55.3676705,10.4308562,84.5484529073743
1731065865,55.3676738,10.4308549,83.70445100811118
1731065865,55.3676771,10.4308547,83.7294472436145
1731065865,55.36768,10.4308532,83.31844618080264
1731065865,55.3676835,10.4308534,82.17744148925655
1731065866,55.3676874,10.4308505,81.76344155667704
1731065866,55.3676908,10.4308461,81.05244478926843
1731065866,55.3676959,10.4308453,80.81643980342974
1731065866,55.3677,10.430844,80.18143690892167
1731065866,55.367703,10.4308442,79.91943283890201
1731065867,55.3677063,10.430844,80.18342907399949
1731065867,55.3677094,10.4308468,80.25542047087976
1731065867,55.3677122,10.4308488,80.3484135973189
1731065867,55.3677255,10.4308412,77.20240994285692
1731065867,55.3677388,10.4308332,73.86640696592441
1731065868,55.3677517,10.4308251,70.93740465536739
1731065868,55.367764,10.4308166,67.53240376871953
